Date,Make,Model,Color,Year,Price,Mileage,EngineSize,FuelEfficiency,SalesPerson
2023-09-18,Kia,Truck,Gray,2022,21271.53,62249.0,3.0,30.9,Charlie
2023-09-19,Kia,SUV,Gray,2016,33649.45,21054.0,2.5,39.1,Charlie
2023-09-20,Toyota,Hatchback,Blue,2015,48537.24,33874.0,2.5,23.1,Charlie
2023-09-21,Chevrolet,Coupe,Green,2016,45463.78,56168.0,1.6,29.6,David
2023-09-22,Mercedes,SUV,Silver,2017,71622.21,59311.0,3.0,30.8,Bob
2023-09-23,BMW,Coupe,Green,2021,52528.25,37231.0,2.0,29.8,Charlie
2023-09-24,Kia,SUV,Green,2017,61378.14,28005.0,4.0,36.0,Bob
2023-09-25,Toyota,Coupe,Silver,2015,48159.4,27370.0,1.6,33.4,Bob
2023-09-26,Toyota,Van,Silver,2020,46379.34,17470.0,3.5,22.5,Alice
2023-09-27,Audi,SUV,Gray,2019,46777.2,32540.0,3.0,26.9,Eva
2023-09-28,Chevrolet,Coupe,Silver,2022,44655.29,19944.0,3.5,26.8,Eva
2023-09-29,Nissan,Truck,Red,2022,52315.0,63382.0,3.5,31.3,David
2023-09-30,Mercedes,Sedan,Red,2018,35026.6,56907.0,1.6,25.8,David
2023-10-01,Audi,SUV,White,2018,73463.31,38259.0,3.0,22.3,Eva
2023-10-02,Kia,Truck,Silver,2017,39985.13,32583.0,3.5,33.1,Eva
2023-10-03,Mercedes,Sedan,Blue,2016,28851.43,23761.0,3.0,37.0,Alice
2023-10-04,Honda,SUV,White,2021,25793.03,53546.0,2.5,38.6,Alice
2023-10-05,Chevrolet,Truck,Gray,2016,20805.37,91890.0,4.0,39.5,Eva
2023-10-06,Kia,Truck,Silver,2020,45371.36,68570.0,3.5,35.6,Charlie
2023-10-07,Toyota,Van,Red,2019,31256.66,74441.0,3.5,22.8,Charlie
2023-10-08,Kia,Truck,Blue,2022,21298.87,83438.0,3.0,37.1,Alice
2023-10-09,Hyundai,Van,White,2016,51201.17,35163.0,4.0,28.0,Bob
2023-10-10,Ford,Hatchback,Blue,2022,60798.71,6288.0,2.5,34.6,Eva
2023-10-11,Ford,Coupe,Silver,2018,25145.06,62256.0,3.5,30.6,David
2023-10-12,Kia,Sedan,Black,2022,47655.25,18867.0,1.6,36.6,Charlie
2023-10-13,Hyundai,Coupe,Blue,2021,64617.72,56904.0,3.0,28.5,Bob
2023-10-14,Kia,Coupe,Blue,2022,79148.41,73951.0,3.0,21.2,Charlie
2023-10-15,Ford,Van,Gray,2016,60031.42,78364.0,3.5,31.1,Bob
2023-10-16,Audi,Coupe,Red,2021,34690.37,30184.0,2.5,23.4,Eva
2023-10-17,Honda,Truck,Silver,2022,62993.22,51243.0,3.5,39.3,Eva
2023-10-18,Ford,Van,Blue,2019,55875.77,62097.0,2.0,30.5,Eva
2023-10-19,Honda,Coupe,Silver,2018,32707.96,81948.0,3.5,31.1,Alice
2023-10-20,Toyota,Van,Red,2022,71066.65,76139.0,4.0,38.1,Bob
2023-10-21,Honda,Hatchback,Gray,2021,45644.27,98798.0,4.0,32.5,David
2023-10-22,Audi,Van,Silver,2016,77718.66,808.0,2.0,26.1,David
2023-10-23,Hyundai,SUV,Green,2018,63374.06,43749.0,4.0,25.9,Eva
2023-10-24,Honda,Truck,Red,2017,58673.79,25604.0,4.0,30.0,David
2023-10-25,Mercedes,Sedan,Red,2017,63701.17,11989.0,1.6,37.3,Charlie
2023-10-26,Nissan,SUV,White,2020,48685.82,91152.0,3.0,35.9,Bob
2023-10-27,Ford,SUV,Gray,2017,50313.59,99796.0,4.0,39.3,Bob
2023-10-28,Hyundai,SUV,Gray,2016,71072.44,18060.0,3.0,21.4,Bob
2023-10-29,BMW,Coupe,Green,2019,60855.71,3843.0,2.5,25.4,Charlie
2023-10-30,Toyota,Van,Silver,2018,73834.6,27505.0,3.5,21.6,Alice
2023-10-31,Nissan,Van,Black,2021,73449.61,83486.0,1.6,35.0,Charlie
2023-11-01,Mercedes,Coupe,Green,2015,78589.4,29389.0,2.0,22.8,Bob
2023-11-02,Chevrolet,Truck,White,2017,62012.88,5690.0,2.5,22.0,Bob
2023-11-03,Audi,Coupe,Gray,2017,50138.1,5249.0,1.6,31.2,Bob
2023-11-04,Kia,Coupe,Red,2015,29978.7,42742.0,1.6,28.2,David
2023-11-05,Nissan,Coupe,Gray,2021,62322.83,93183.0,2.0,34.3,Alice
2023-11-06,Hyundai,Truck,Green,2021,37494.66,28592.0,2.0,29.7,Charlie
2023-11-07,Hyundai,Truck,Black,2015,36976.85,42716.0,3.0,28.5,Bob
2023-11-08,Hyundai,Hatchback,Blue,2021,34297.27,10193.0,3.5,28.5,Eva
2023-11-09,Toyota,Hatchback,Blue,2016,72507.32,49357.0,2.5,37.4,Alice
2023-11-10,Honda,Hatchback,Gray,2021,72077.87,69655.0,3.5,27.9,Eva
2023-11-11,Ford,Hatchback,Gray,2018,57858.23,27115.0,2.5,26.7,Alice
2023-11-12,Chevrolet,Van,White,2021,48378.86,29671.0,1.6,26.8,Bob
2023-11-13,Kia,SUV,Gray,2022,60326.87,84198.0,4.0,23.9,Alice
2023-11-14,Hyundai,SUV,Black,2022,56433.77,1036.0,4.0,37.2,Alice
2023-11-15,Kia,Hatchback,Gray,2017,44944.05,63647.0,2.0,22.9,Bob
2023-11-16,BMW,Hatchback,Silver,2019,42777.85,39388.0,2.0,38.2,Eva
2023-11-17,Toyota,Sedan,Green,2016,42967.66,29838.0,1.6,25.7,Eva
2023-11-18,Hyundai,SUV,Black,2016,55348.0,65759.0,1.6,38.0,David
2023-11-19,BMW,Sedan,White,2021,58860.16,83467.0,2.5,35.8,Eva
2023-11-20,Chevrolet,Sedan,Silver,2019,47104.51,55839.0,1.6,31.6,Eva
2023-11-21,Chevrolet,Coupe,Silver,2019,78121.49,3109.0,2.5,33.4,Alice
2023-11-22,Ford,Van,Green,2020,25030.74,46140.0,3.5,26.5,David
2023-11-23,Mercedes,Truck,Blue,2019,40822.82,46276.0,2.0,31.5,Bob
2023-11-24,Ford,SUV,Black,2021,45144.48,54380.0,2.0,25.8,Bob
2023-11-25,Honda,Hatchback,Green,2021,21015.28,67096.0,4.0,28.0,Charlie
2023-11-26,Kia,Hatchback,Silver,2015,41897.43,1932.0,4.0,35.3,David
2023-11-27,Audi,Truck,White,2017,36422.6,50201.0,2.0,24.9,Alice
2023-11-28,Chevrolet,SUV,Green,2022,50362.18,58831.0,3.5,36.8,Charlie
2023-11-29,Audi,Hatchback,Blue,2020,40184.63,34335.0,3.5,27.5,Charlie
2023-11-30,Toyota,Hatchback,Silver,2021,63570.93,66837.0,3.0,30.6,Bob
2023-12-01,Nissan,Coupe,Green,2015,50595.95,22818.0,2.5,38.8,Eva
2023-12-02,Hyundai,Sedan,Black,2020,27785.73,31737.0,4.0,33.6,Alice
2023-12-03,Toyota,Hatchback,Blue,2017,65003.68,96276.0,2.5,32.9,David
2023-12-04,Chevrolet,Van,Black,2020,25953.73,34807.0,4.0,34.2,Charlie
2023-12-05,BMW,SUV,Black,2015,70342.95,34650.0,3.0,38.4,Alice
2023-12-06,Kia,Van,Black,2018,75885.33,59568.0,2.0,25.0,Bob
2023-12-07,Audi,Truck,Green,2022,39346.72,97098.0,2.5,32.3,Charlie
2023-12-08,Ford,Coupe,Blue,2021,75568.56,98308.0,4.0,28.0,Charlie
2023-12-09,Nissan,SUV,Green,2022,67580.49,57966.0,2.5,20.2,Bob
2023-12-10,Mercedes,Coupe,Green,2017,75346.14,109.0,2.0,22.5,Bob
2023-12-11,Toyota,Sedan,Green,2016,59976.21,90066.0,1.6,26.5,Bob
2023-12-12,Mercedes,Hatchback,Silver,2017,34138.64,57024.0,4.0,31.3,Alice
2023-12-13,Audi,SUV,Gray,2017,73671.39,36600.0,1.6,37.6,Alice
2023-12-14,Audi,Truck,Red,2017,31055.9,82920.0,3.0,35.8,Alice
2023-12-15,Hyundai,Sedan,Silver,2018,32783.63,39983.0,3.5,31.1,Eva
2023-12-16,BMW,Sedan,Blue,2021,36263.78,3404.0,2.5,21.5,Charlie
2023-12-17,BMW,Coupe,Red,2015,38254.78,82107.0,4.0,25.7,Alice
2023-12-18,Honda,Sedan,Red,2021,50868.78,54586.0,2.5,27.3,Eva
2023-12-19,Ford,SUV,Red,2016,62807.44,33814.0,3.0,32.4,Charlie
2023-12-20,Chevrolet,Coupe,Gray,2015,75572.49,25089.0,3.0,21.3,Alice
2023-12-21,Chevrolet,Sedan,Green,2020,25306.26,59380.0,2.5,30.6,Bob
2023-12-22,Audi,Truck,White,2020,77262.16,20805.0,4.0,38.0,David
2023-12-23,Toyota,Van,Blue,2020,75279.38,32385.0,2.0,34.1,Alice
2023-12-24,Kia,SUV,Gray,2015,23239.96,63653.0,2.0,35.9,David
2023-12-25,Chevrolet,Truck,Gray,2019,41619.27,88154.0,3.5,33.6,Alice
2023-12-26,Chevrolet,Truck,White,2018,68788.6,53289.0,2.5,24.1,Bob
2023-12-27,Toyota,Coupe,Red,2019,56694.59,75911.0,2.5,22.2,David
2023-12-28,Ford,Hatchback,Green,2021,66745.64,76306.0,4.0,36.6,Eva
2023-12-29,Nissan,Coupe,White,2020,63142.0,66435.0,2.5,33.9,Bob
2023-12-30,BMW,SUV,White,2018,49806.21,24584.0,4.0,31.5,David
2023-12-31,Hyundai,SUV,Gray,2015,22473.08,86679.0,2.5,23.8,David
2024-01-01,Hyundai,Coupe,Blue,2020,55056.09,43628.0,3.0,32.1,Bob
2024-01-02,Hyundai,Hatchback,Black,2015,22914.0,4421.0,1.6,20.6,Bob
2024-01-03,Toyota,Coupe,Green,2018,56223.6,24461.0,2.5,22.4,Bob
2024-01-04,Hyundai,SUV,White,2015,68024.65,76555.0,1.6,26.2,Charlie
2024-01-05,Audi,Hatchback,Green,2015,55099.5,6913.0,2.0,28.9,Eva
2024-01-06,Honda,SUV,White,2016,79821.31,14736.0,3.5,22.4,Alice
2024-01-07,Toyota,Hatchback,Red,2021,47351.99,69423.0,2.0,22.4,David
2024-01-08,Toyota,Hatchback,Green,2019,64929.65,89260.0,2.5,34.5,Alice
2024-01-09,BMW,Coupe,Red,2022,60032.8,63373.0,4.0,31.4,Bob
2024-01-10,Hyundai,Coupe,Gray,2019,79485.9,22229.0,2.0,30.7,Eva
2024-01-11,Mercedes,Coupe,Red,2019,62793.14,5341.0,3.0,29.0,Eva
2024-01-12,Nissan,Hatchback,Green,2017,29841.84,61513.0,1.6,39.5,Charlie
2024-01-13,Honda,Hatchback,Silver,2016,77331.06,4740.0,4.0,21.0,Bob
2024-01-14,Toyota,SUV,Green,2022,60066.63,61272.0,4.0,23.6,David
2024-01-15,Honda,Truck,White,2020,23560.29,22558.0,2.5,33.0,Charlie
2024-01-16,Toyota,Coupe,Red,2020,59454.1,90466.0,3.0,22.7,Bob
2024-01-17,Ford,Van,Blue,2020,72987.16,47509.0,1.6,31.8,Charlie
2024-01-18,BMW,SUV,Silver,2019,54622.51,22394.0,3.0,31.4,Alice
2024-01-19,Audi,SUV,Gray,2021,41241.18,85315.0,2.0,39.4,Bob
2024-01-20,Ford,Sedan,Black,2019,69254.58,25404.0,2.5,37.7,David
2024-01-21,Kia,Coupe,White,2022,66950.72,30660.0,4.0,38.9,David
2024-01-22,Hyundai,SUV,White,2021,52650.93,83428.0,4.0,22.3,Bob
2024-01-23,Kia,Sedan,Blue,2016,29261.71,30879.0,2.0,37.4,Charlie
2024-01-24,Nissan,Van,Black,2021,35059.19,41016.0,4.0,22.6,Eva
2024-01-25,Mercedes,Van,Black,2022,64309.04,34767.0,3.5,32.7,Bob
2024-01-26,Audi,Coupe,Gray,2015,68364.93,11640.0,2.5,34.4,David
2024-01-27,Ford,Hatchback,Gray,2019,36755.92,3890.0,2.0,23.2,Alice
2024-01-28,Honda,Sedan,Silver,2020,42079.1,72454.0,2.5,32.7,David
2024-01-29,Honda,Hatchback,White,2015,24657.91,64514.0,1.6,21.0,Eva
2024-01-30,Nissan,Van,Red,2019,62807.72,28237.0,2.5,25.9,David
2024-01-31,Toyota,Van,Gray,2018,20214.65,29560.0,2.5,38.4,Eva
2024-02-01,Honda,Truck,Blue,2017,22792.49,94501.0,1.6,23.4,Bob
2024-02-02,Hyundai,Truck,Blue,2019,20260.64,98767.0,2.0,21.3,David
2024-02-03,Mercedes,Truck,Blue,2018,58719.18,47343.0,2.5,28.9,Charlie
2024-02-04,BMW,Truck,Green,2022,45043.23,80245.0,3.0,37.0,Charlie
2024-02-05,Hyundai,SUV,Gray,2016,37852.81,73669.0,2.5,21.5,David
2024-02-06,Mercedes,Truck,Gray,2018,74762.06,29732.0,2.0,27.1,David
2024-02-07,Nissan,SUV,Blue,2016,31568.17,5856.0,4.0,38.0,Alice
2024-02-08,Hyundai,SUV,Gray,2019,43362.08,14256.0,1.6,22.4,David
2024-02-09,BMW,Coupe,Green,2016,76418.71,83829.0,4.0,26.2,Alice
2024-02-10,BMW,SUV,Red,2018,45626.39,73121.0,2.0,35.6,Alice
2024-02-11,Chevrolet,SUV,Red,2021,53281.62,66433.0,3.5,30.9,Alice
2024-02-12,Toyota,Truck,Silver,2017,24820.21,13065.0,4.0,36.6,Alice
2024-02-13,Nissan,SUV,White,2015,67409.98,63993.0,2.5,22.2,Bob
2024-02-14,Hyundai,Hatchback,Red,2015,45365.53,77215.0,2.5,38.4,Charlie
2024-02-15,Audi,Truck,Silver,2017,68030.91,86060.0,1.6,38.7,Alice
2024-02-16,Audi,Sedan,Black,2020,35227.86,1323.0,2.5,23.1,Charlie
2024-02-17,Nissan,Truck,White,2015,45348.73,68448.0,3.0,20.7,Alice
2024-02-18,Hyundai,SUV,Red,2022,67192.94,1910.0,3.0,39.8,Charlie
2024-02-19,Ford,Hatchback,Green,2019,78432.67,70687.0,4.0,29.6,David
2024-02-20,Ford,Truck,Black,2020,23577.53,63562.0,2.0,31.4,David
2024-02-21,Toyota,Hatchback,Silver,2019,68747.37,14835.0,1.6,32.3,Charlie
2024-02-22,Hyundai,Sedan,Red,2018,38041.34,76612.0,3.5,35.8,Alice
2024-02-23,BMW,Van,Red,2022,53044.6,6835.0,4.0,36.2,Bob
2024-02-24,Honda,Sedan,Gray,2018,37405.54,82640.0,2.0,23.9,Charlie
2024-02-25,Audi,Van,Black,2020,56806.73,26193.0,1.6,24.7,Eva
2024-02-26,Hyundai,Coupe,Red,2020,41228.17,68885.0,1.6,37.5,Bob
2024-02-27,Hyundai,Van,Blue,2022,40016.89,92369.0,4.0,36.4,Eva
2024-02-28,Honda,Coupe,Green,2022,22276.3,33983.0,2.0,32.4,Charlie
2024-02-29,Honda,Truck,Gray,2020,28817.62,50289.0,2.0,39.9,Alice
2024-03-01,Mercedes,Coupe,Gray,2020,75024.69,46312.0,2.5,34.7,Eva
2024-03-02,Chevrolet,Hatchback,Red,2016,79896.65,15761.0,3.5,24.3,Charlie
2024-03-03,Toyota,Coupe,Green,2021,66831.23,59031.0,3.0,36.9,Bob
2024-03-04,Audi,Hatchback,Gray,2020,37208.76,74300.0,2.5,28.3,Alice
2024-03-05,Honda,Van,White,2022,44146.71,91687.0,1.6,20.7,Eva
2024-03-06,Ford,Van,Black,2021,64370.21,85080.0,3.5,26.4,Charlie
2024-03-07,Nissan,Van,White,2020,78110.81,51002.0,3.5,35.3,Alice
2024-03-08,Ford,Coupe,Silver,2018,47328.27,71902.0,2.0,39.2,Alice
2024-03-09,Mercedes,Van,White,2019,69771.34,80078.0,3.5,25.5,David
2024-03-10,Mercedes,Coupe,Green,2021,78504.14,49349.0,4.0,24.9,Alice
2024-03-11,Honda,Coupe,Blue,2018,72408.39,11543.0,3.5,31.3,Charlie
2024-03-12,Mercedes,SUV,Gray,2015,33628.98,43793.0,1.6,36.2,Bob
2024-03-13,BMW,SUV,Green,2022,20481.91,84248.0,4.0,34.9,David
2024-03-14,Kia,Coupe,Gray,2016,49524.9,59664.0,4.0,31.2,Charlie
2024-03-15,Hyundai,Hatchback,Blue,2016,51881.65,72446.0,2.5,32.6,Charlie
2024-03-16,Hyundai,Truck,Gray,2019,32075.02,18527.0,3.5,24.8,Charlie
2024-03-17,Honda,Sedan,White,2020,37080.46,96434.0,2.0,28.7,Eva
2024-03-18,Mercedes,SUV,Silver,2018,65909.19,40408.0,2.5,25.1,Eva
2024-03-19,Nissan,Coupe,Red,2015,48220.84,65364.0,2.0,37.7,Bob
2024-03-20,BMW,Sedan,Blue,2018,39041.25,1887.0,3.5,22.3,Charlie
2024-03-21,Toyota,SUV,White,2022,57357.56,12732.0,2.5,33.6,Eva
2024-03-22,Mercedes,Truck,Green,2022,59165.59,78203.0,3.5,25.2,Eva
2024-03-23,BMW,Hatchback,White,2020,66163.75,96797.0,1.6,29.5,Eva
2024-03-24,Chevrolet,Coupe,White,2020,29402.56,32006.0,2.5,26.0,Bob
2024-03-25,Toyota,Truck,Red,2022,64491.04,3718.0,2.0,26.5,Bob
2024-03-26,Hyundai,SUV,Black,2017,55965.7,36087.0,1.6,25.2,Charlie
2024-03-27,Chevrolet,Coupe,Gray,2022,23454.31,1747.0,3.0,35.1,David
2024-03-28,Honda,Sedan,Gray,2018,66646.74,19237.0,2.0,27.3,Charlie
2024-03-29,Audi,Van,Green,2019,42984.82,75247.0,3.5,34.5,Eva
2024-03-30,Honda,Hatchback,Silver,2018,39822.86,93709.0,2.0,29.1,Eva
2024-03-31,Nissan,SUV,Green,2016,46884.51,8745.0,3.0,30.9,Alice
2024-04-01,BMW,Hatchback,Black,2015,40770.5,55790.0,2.0,30.9,Charlie
2024-04-02,Audi,Coupe,Gray,2021,40297.14,25388.0,1.6,39.5,Eva
2024-04-03,Toyota,Van,Silver,2019,68484.66,13906.0,4.0,27.3,Eva
2024-04-04,Toyota,Truck,Green,2017,27470.32,21898.0,2.0,24.2,David
2024-04-05,Chevrolet,Hatchback,Silver,2015,78236.0,57776.0,2.5,38.2,Alice
2024-04-06,Nissan,Sedan,White,2015,53295.9,6513.0,3.0,23.5,Charlie
2024-04-07,Hyundai,SUV,Blue,2021,30975.44,43422.0,2.0,36.7,Bob
2024-04-08,Mercedes,Sedan,White,2016,27872.93,13523.0,3.0,23.0,Charlie
2024-04-09,Mercedes,Hatchback,Red,2016,55490.57,27268.0,4.0,33.2,Charlie
2024-04-10,Audi,Van,Gray,2016,57979.97,19075.0,1.6,23.0,David
2024-04-11,Nissan,Truck,Silver,2019,23181.55,88298.0,2.5,38.5,Charlie
2024-04-12,Nissan,Truck,Green,2018,34580.11,70801.0,3.5,31.3,David
2024-04-13,Toyota,Sedan,Blue,2015,67727.72,86846.0,2.0,26.6,David
2024-04-14,Hyundai,Coupe,Green,2018,22977.48,38346.0,1.6,22.8,Eva
2024-04-15,BMW,Coupe,Gray,2018,71305.32,31341.0,3.0,27.4,Bob
2024-04-16,Hyundai,Van,Silver,2016,59489.75,38059.0,4.0,34.1,David
2024-04-17,Ford,Truck,Silver,2018,46065.4,1855.0,3.0,27.7,Alice
2024-04-18,Nissan,Sedan,White,2015,40785.97,72470.0,4.0,24.9,Alice
2024-04-19,Honda,Sedan,Blue,2015,21154.94,34977.0,4.0,31.5,Bob
2024-04-20,Kia,Sedan,Blue,2020,69512.9,31332.0,1.6,28.4,David
2024-04-21,Nissan,Hatchback,Gray,2017,28563.31,59814.0,2.0,23.3,Bob
2024-04-22,Audi,Van,Silver,2019,38572.52,43625.0,3.5,23.1,Eva
2024-04-23,Honda,Coupe,Blue,2018,54146.42,98084.0,2.0,34.1,Alice
2024-04-24,Audi,Coupe,Blue,2019,34759.56,35625.0,2.5,39.5,Charlie
2024-04-25,Chevrolet,Hatchback,Green,2019,49828.43,61390.0,2.0,24.7,Alice
2024-04-26,Kia,SUV,Gray,2019,68560.57,31165.0,4.0,35.5,David
2024-04-27,Kia,Hatchback,White,2021,48232.28,99059.0,4.0,21.8,Bob
2024-04-28,Toyota,Van,Green,2022,76938.64,44511.0,2.5,27.6,Alice
2024-04-29,Nissan,Sedan,Green,2020,70850.04,63413.0,3.0,30.1,Charlie
2024-04-30,Toyota,Hatchback,Black,2019,39982.35,12672.0,4.0,25.4,Charlie
2024-05-01,Mercedes,Sedan,Red,2022,43997.73,73302.0,2.5,30.6,Bob
2024-05-02,Audi,Van,Black,2022,45399.6,26921.0,4.0,37.7,Bob
2024-05-03,Ford,Van,Blue,2020,57570.77,44861.0,3.5,38.9,Alice
2024-05-04,Ford,Truck,Silver,2015,37207.74,88313.0,4.0,22.0,David
2024-05-05,Mercedes,Sedan,Red,2021,78154.95,97055.0,1.6,25.4,Eva
2024-05-06,Chevrolet,Coupe,Red,2018,56521.05,42457.0,2.5,39.6,Charlie
2024-05-07,Ford,Hatchback,Silver,2020,43964.1,83480.0,2.0,25.4,Bob
2024-05-08,Audi,Van,Red,2017,58700.59,5335.0,2.5,33.9,Eva
2024-05-09,Ford,Sedan,Silver,2022,43724.3,84757.0,3.0,25.1,Eva
2024-05-10,Mercedes,SUV,Red,2019,69067.74,62951.0,4.0,27.1,Eva
2024-05-11,Honda,Truck,Green,2022,54070.46,48871.0,2.5,23.8,David
2024-05-12,Toyota,SUV,Gray,2021,22518.23,88996.0,3.5,37.1,Bob
2024-05-13,BMW,Van,Gray,2017,30605.41,84534.0,2.5,37.7,Charlie
2024-05-14,Audi,SUV,Black,2015,71899.64,29695.0,3.5,25.9,Bob
2024-05-15,Toyota,SUV,Green,2015,53773.99,79149.0,4.0,36.5,Alice
2024-05-16,Kia,Truck,Red,2016,77020.61,9949.0,2.0,27.2,Charlie
2024-05-17,Hyundai,Truck,White,2019,24345.34,82276.0,4.0,22.0,Bob
2024-05-18,Ford,Truck,Silver,2016,37715.64,67546.0,3.0,35.2,Charlie
2024-05-19,Ford,Truck,Green,2021,31612.6,8787.0,1.6,31.9,Alice
2024-05-20,Chevrolet,SUV,Red,2017,53230.42,68308.0,2.0,25.5,Charlie
2024-05-21,Toyota,Coupe,Gray,2022,42967.57,58052.0,2.0,25.1,Eva
2024-05-22,Hyundai,Coupe,Gray,2018,29436.41,59455.0,1.6,39.5,David
2024-05-23,Ford,Truck,Silver,2016,58565.11,29086.0,2.5,37.3,Alice
2024-05-24,Kia,Hatchback,White,2015,52177.9,26650.0,4.0,36.2,Charlie
2024-05-25,Chevrolet,Sedan,Red,2019,36484.18,76254.0,2.5,22.6,Alice
2024-05-26,Toyota,Van,Red,2022,48786.28,25681.0,2.5,35.1,Eva
2024-05-27,Chevrolet,Hatchback,White,2017,64744.3,44626.0,4.0,24.3,David
2024-05-28,Toyota,Van,White,2020,32316.3,69479.0,3.0,39.5,Alice
2024-05-29,Nissan,Hatchback,White,2021,37574.34,7962.0,2.0,21.0,Eva
2024-05-30,Nissan,Hatchback,Gray,2021,40766.66,59455.0,3.5,27.0,Eva
2024-05-31,Mercedes,Coupe,Silver,2015,64803.59,58938.0,1.6,28.6,Eva
2024-06-01,Audi,Sedan,Green,2020,70815.36,68423.0,2.0,36.5,Charlie
2024-06-02,Chevrolet,Hatchback,White,2021,42583.31,36993.0,2.5,35.3,Bob
2024-06-03,Mercedes,Truck,Silver,2018,37797.25,44898.0,1.6,27.5,Alice
2024-06-04,Chevrolet,Van,Black,2022,73366.81,32997.0,3.5,31.3,Bob
2024-06-05,Ford,Coupe,Red,2019,79961.9,80817.0,2.0,36.7,Eva
2024-06-06,BMW,Van,Red,2022,60221.22,13061.0,2.0,20.4,Bob
2024-06-07,Chevrolet,Truck,Blue,2018,79398.84,96295.0,3.0,36.0,Eva
2024-06-08,Ford,Truck,Black,2021,59597.98,63484.0,2.0,38.9,Eva
2024-06-09,Hyundai,Hatchback,Green,2018,64007.62,88691.0,2.0,20.6,David
2024-06-10,Nissan,Truck,White,2022,43319.36,42623.0,3.5,20.9,David
2024-06-11,Mercedes,Sedan,White,2021,45978.05,33228.0,3.5,26.9,Bob
2024-06-12,BMW,Truck,Green,2019,28648.14,90073.0,1.6,21.8,Alice
2024-06-13,Kia,Hatchback,Gray,2019,69365.0,9887.0,2.5,29.6,Bob
2024-06-14,Nissan,Van,Black,2020,75863.54,11711.0,3.5,34.6,Alice
2024-06-15,Mercedes,Truck,White,2018,57406.29,29935.0,1.6,31.3,Bob
2024-06-16,BMW,Coupe,Blue,2017,40618.84,95977.0,2.0,23.9,Charlie
2024-06-17,Kia,Coupe,Silver,2020,29240.98,63307.0,1.6,33.1,Charlie
2024-06-18,Honda,Coupe,Red,2019,35909.37,55419.0,1.6,33.7,Alice
2024-06-19,Ford,Van,Black,2015,35324.63,70536.0,1.6,38.6,David
2024-06-20,Honda,SUV,Red,2021,56811.67,41747.0,4.0,22.9,Alice
2024-06-21,Ford,Coupe,Silver,2020,76702.25,75807.0,1.6,33.8,Bob
2024-06-22,Toyota,Coupe,Black,2016,22896.31,39323.0,3.5,38.2,Eva
2024-06-23,Audi,SUV,Silver,2017,20061.34,82636.0,4.0,30.0,Charlie
2024-06-24,BMW,Van,White,2021,56010.92,26730.0,2.5,27.2,Eva
2024-06-25,Honda,Coupe,Green,2020,37043.63,27755.0,1.6,23.4,Charlie
2024-06-26,Audi,Hatchback,White,2019,72832.9,52238.0,3.0,37.3,Bob
2024-06-27,BMW,Van,Green,2022,39635.02,43076.0,2.0,27.9,Charlie
2024-06-28,Mercedes,Coupe,White,2019,37384.26,64812.0,2.0,38.5,Alice
2024-06-29,Toyota,Coupe,Silver,2017,36170.64,36429.0,4.0,37.0,Eva
2024-06-30,Mercedes,SUV,Silver,2016,28691.17,23055.0,2.0,27.5,Eva
2024-07-01,Ford,Hatchback,Silver,2020,54891.83,46981.0,2.0,31.5,Bob
2024-07-02,Audi,Van,Red,2022,30092.82,56096.0,4.0,20.5,Eva
2024-07-03,BMW,Truck,Silver,2020,45477.87,14260.0,2.0,25.3,Bob
2024-07-04,Chevrolet,Sedan,White,2018,47658.32,55672.0,1.6,34.2,David
2024-07-05,Audi,Hatchback,Blue,2015,21229.52,31926.0,2.5,33.6,Alice
2024-07-06,Hyundai,Truck,Silver,2019,21008.44,39245.0,4.0,27.1,Charlie
2024-07-07,Kia,Hatchback,Blue,2020,51212.76,27932.0,3.0,36.2,Charlie
2024-07-08,Honda,Truck,Green,2020,61762.08,93141.0,4.0,24.7,Charlie
2024-07-09,BMW,Truck,White,2021,76528.55,68334.0,3.5,29.2,David
2024-07-10,Nissan,Hatchback,Silver,2021,30747.16,26246.0,3.0,29.5,Alice
2024-07-11,Nissan,SUV,Red,2020,26195.53,64503.0,3.5,26.8,Eva
2024-07-12,Kia,Hatchback,Red,2016,23125.27,84857.0,4.0,39.1,Eva
2024-07-13,Ford,Hatchback,Green,2015,46162.49,40163.0,3.5,33.9,Alice
2024-07-14,Audi,Truck,Blue,2020,57388.84,82996.0,3.0,30.8,Alice
2024-07-15,Audi,Sedan,Gray,2017,70433.2,15441.0,1.6,30.2,Charlie
2024-07-16,Nissan,Truck,Red,2019,60958.69,82278.0,4.0,23.2,Eva
2024-07-17,Audi,Coupe,Red,2018,32501.65,54029.0,4.0,27.4,Alice
2024-07-18,Kia,Hatchback,Red,2021,47706.22,22297.0,2.0,33.5,Eva
2024-07-19,Audi,Van,White,2017,74620.78,40714.0,4.0,38.5,Alice
2024-07-20,Ford,Hatchback,Red,2019,39604.46,98799.0,4.0,36.3,Bob
2024-07-21,Honda,SUV,Black,2022,49923.82,78356.0,1.6,26.0,Charlie
2024-07-22,Hyundai,Van,Silver,2021,77513.92,57509.0,2.0,28.7,Alice
2024-07-23,Honda,Truck,Green,2016,64082.48,11516.0,2.5,21.7,David
2024-07-24,Hyundai,SUV,Red,2021,64864.42,41781.0,3.5,22.0,Alice
2024-07-25,Chevrolet,Hatchback,Gray,2015,35140.04,26305.0,3.0,29.4,Bob
